ต้นทาง,ปลายทาง,วันที่,ช่วงเวลา,เทศกาล,ระยะเวลาเดินทาง (นาที)
สนามบินสุวรรณภูมิ,สยามพารากอน,2021-09-13,17:00-20:00,สงกรานต์,77.0
สถานีหัวลำโพง,สถานีขนส่งเอกมัย,2015-07-26,06:00-09:00,สงกรานต์,62.0
อนุสาวรีย์ชัยสมรภูมิ,สถานีขนส่งเอกมัย,2019-05-05,06:00-09:00,วันหยุดนักขัตฤกษ์,61.0
สนามบินดอนเมือง,สยามพารากอน,2020-12-31,06:00-09:00,สงกรานต์,90.0
สถานีขนส่งเอกมัย,สถานีหัวลำโพง,2002-07-14,06:00-09:00,ปิดเทอม,12.0
ศูนย์ราชการแจ้งวัฒนะ,สนามบินสุวรรณภูมิ,2002-08-19,11:00-13:00,วันหยุดนักขัตฤกษ์,10.0
ตลาดนัดจตุจักร,อนุสาวรีย์ชัยสมรภูมิ,2022-12-14,06:00-09:00,เปิดเทอม,79.0
ศูนย์ราชการแจ้งวัฒนะ,สถานีขนส่งเอกมัย,2015-04-07,11:00-13:00,ปิดเทอม,13.0
สถานีขนส่งหมอชิต,สนามบินสุวรรณภูมิ,2011-04-30,17:00-20:00,ปีใหม่,115.0
เซ็นทรัลเวิลด์,สยามพารากอน,2005-06-16,17:00-20:00,ปิดเทอม,63.0
สถานีขนส่งเอกมัย,ศูนย์ราชการแจ้งวัฒนะ,1999-02-06,17:00-20:00,สงกรานต์,67.0
สนามบินดอนเมือง,สนามบินสุวรรณภูมิ,2013-07-04,11:00-13:00,เปิดเทอม,51.0
สถานีขนส่งหมอชิต,สนามบินสุวรรณภูมิ,2022-08-19,17:00-20:00,เปิดเทอม,63.0
สนามบินดอนเมือง,สถานีขนส่งเอกมัย,2001-05-08,17:00-20:00,เปิดเทอม,47.0
สถานีขนส่งหมอชิต,สถานีขนส่งเอกมัย,1999-10-11,06:00-09:00,สงกรานต์,129.0
ศูนย์ราชการแจ้งวัฒนะ,สถานีหัวลำโพง,2009-10-18,17:00-20:00,ปิดเทอม,55.0
อนุสาวรีย์ชัยสมรภูมิ,สนามบินดอนเมือง,2015-12-17,11:00-13:00,สงกรานต์,121.0
สถานีขนส่งเอกมัย,สถานีหัวลำโพง,2022-04-11,17:00-20:00,ลอยกระทง,58.0
สถานีหัวลำโพง,อนุสาวรีย์ชัยสมรภูมิ,2020-06-20,11:00-13:00,วันธรรมดา,46.0
ศูนย์ราชการแจ้งวัฒนะ,สยามพารากอน,2022-06-06,17:00-20:00,วันหยุดนักขัตฤกษ์,14.0
ตลาดนัดจตุจักร,ศูนย์ราชการแจ้งวัฒนะ,2020-04-05,06:00-09:00,สงกรานต์,81.0
สยามพารากอน,สนามบินดอนเมือง,2004-05-05,11:00-13:00,วันธรรมดา,12.0
ตลาดนัดจตุจักร,สถานีขนส่งหมอชิต,2014-06-26,11:00-13:00,ลอยกระทง,24.0
สถานีขนส่งเอกมัย,ศูนย์ราชการแจ้งวัฒนะ,2017-02-15,06:00-09:00,สงกรานต์,57.0
ตลาดนัดจตุจักร,สยามพารากอน,2016-07-28,11:00-13:00,วันหยุดนักขัตฤกษ์,54.0
เซ็นทรัลเวิลด์,สถานีขนส่งหมอชิต,2004-03-20,17:00-20:00,ปิดเทอม,55.0
อนุสาวรีย์ชัยสมรภูมิ,ตลาดนัดจตุจักร,2003-06-12,06:00-09:00,ลอยกระทง,32.0
สนามบินดอนเมือง,เซ็นทรัลเวิลด์,2002-04-25,17:00-20:00,ปิดเทอม,29.0
สถานีหัวลำโพง,สนามบินสุวรรณภูมิ,2016-01-17,11:00-13:00,ปิดเทอม,26.0
ศูนย์ราชการแจ้งวัฒนะ,สยามพารากอน,2007-11-01,06:00-09:00,ปีใหม่,98.0
สยามพารากอน,สถานีขนส่งหมอชิต,2015-05-01,06:00-09:00,วันธรรมดา,20.0
สยามพารากอน,ตลาดนัดจตุจักร,2018-07-27,11:00-13:00,วันธรรมดา,40.0
สยามพารากอน,สถานีขนส่งเอกมัย,2009-02-02,06:00-09:00,ปิดเทอม,32.0
อนุสาวรีย์ชัยสมรภูมิ,สนามบินดอนเมือง,2019-02-05,11:00-13:00,ปิดเทอม,48.0
อนุสาวรีย์ชัยสมรภูมิ,ตลาดนัดจตุจักร,2011-05-05,06:00-09:00,ปีใหม่,94.0
สถานีขนส่งเอกมัย,สนามบินสุวรรณภูมิ,2001-12-16,06:00-09:00,วันหยุดนักขัตฤกษ์,18.0
สนามบินสุวรรณภูมิ,สถานีขนส่งเอกมัย,2004-02-08,17:00-20:00,ลอยกระทง,28.0
สนามบินดอนเมือง,อนุสาวรีย์ชัยสมรภูมิ,2005-06-21,11:00-13:00,เปิดเทอม,36.0
สนามบินดอนเมือง,ตลาดนัดจตุจักร,2000-10-05,17:00-20:00,สงกรานต์,71.0
สนามบินดอนเมือง,สนามบินสุวรรณภูมิ,2002-04-12,17:00-20:00,สงกรานต์,81.0
เซ็นทรัลเวิลด์,สถานีขนส่งเอกมัย,2024-01-18,17:00-20:00,ปิดเทอม,54.0
ตลาดนัดจตุจักร,สนามบินดอนเมือง,2022-03-26,06:00-09:00,วันหยุดนักขัตฤกษ์,34.0
อนุสาวรีย์ชัยสมรภูมิ,ตลาดนัดจตุจักร,2002-04-07,11:00-13:00,วันหยุดนักขัตฤกษ์,27.0
สถานีขนส่งหมอชิต,สนามบินสุวรรณภูมิ,2015-11-20,11:00-13:00,ปีใหม่,64.0
สนามบินสุวรรณภูมิ,ตลาดนัดจตุจักร,2005-09-11,06:00-09:00,วันหยุดนักขัตฤกษ์,24.0
สถานีหัวลำโพง,สยามพารากอน,2001-01-18,11:00-13:00,เปิดเทอม,71.0
สนามบินดอนเมือง,สถานีขนส่งเอกมัย,2000-10-01,06:00-09:00,สงกรานต์,122.0
อนุสาวรีย์ชัยสมรภูมิ,สถานีหัวลำโพง,2000-01-06,11:00-13:00,วันธรรมดา,60.0
สยามพารากอน,เซ็นทรัลเวิลด์,2013-07-30,17:00-20:00,วันธรรมดา,46.0
สยามพารากอน,สถานีขนส่งเอกมัย,2022-05-05,06:00-09:00,ปีใหม่,110.0
ศูนย์ราชการแจ้งวัฒนะ,ตลาดนัดจตุจักร,2002-02-16,17:00-20:00,วันหยุดนักขัตฤกษ์,56.0
อนุสาวรีย์ชัยสมรภูมิ,สนามบินดอนเมือง,2009-08-14,06:00-09:00,เปิดเทอม,89.0
สถานีขนส่งเอกมัย,อนุสาวรีย์ชัยสมรภูมิ,2022-02-20,17:00-20:00,ปิดเทอม,46.0
เซ็นทรัลเวิลด์,ตลาดนัดจตุจักร,2003-08-29,06:00-09:00,ลอยกระทง,52.0
เซ็นทรัลเวิลด์,ศูนย์ราชการแจ้งวัฒนะ,2000-09-11,17:00-20:00,วันธรรมดา,43.0
สยามพารากอน,สถานีขนส่งหมอชิต,2022-02-04,06:00-09:00,สงกรานต์,70.0
สถานีขนส่งหมอชิต,สนามบินดอนเมือง,2015-05-12,06:00-09:00,วันธรรมดา,52.0
เซ็นทรัลเวิลด์,ตลาดนัดจตุจักร,2021-10-22,17:00-20:00,ปิดเทอม,48.0
อนุสาวรีย์ชัยสมรภูมิ,สนามบินสุวรรณภูมิ,2000-06-15,11:00-13:00,วันธรรมดา,72.0
สถานีหัวลำโพง,ตลาดนัดจตุจักร,2005-03-10,11:00-13:00,ลอยกระทง,54.0
สนามบินดอนเมือง,สนามบินสุวรรณภูมิ,2016-05-10,11:00-13:00,เปิดเทอม,39.0
สถานีขนส่งหมอชิต,สถานีขนส่งเอกมัย,2015-12-03,06:00-09:00,วันธรรมดา,47.0
สถานีขนส่งเอกมัย,เซ็นทรัลเวิลด์,2000-11-02,06:00-09:00,ปีใหม่,104.0
ศูนย์ราชการแจ้งวัฒนะ,ตลาดนัดจตุจักร,2001-10-06,06:00-09:00,วันธรรมดา,37.0
สยามพารากอน,สนามบินสุวรรณภูมิ,2001-11-20,06:00-09:00,ลอยกระทง,34.0
เซ็นทรัลเวิลด์,สถานีหัวลำโพง,2001-10-01,17:00-20:00,ลอยกระทง,39.0
สถานีขนส่งหมอชิต,เซ็นทรัลเวิลด์,2008-12-01,11:00-13:00,ปีใหม่,111.0
สนามบินสุวรรณภูมิ,อนุสาวรีย์ชัยสมรภูมิ,2002-06-18,17:00-20:00,เปิดเทอม,27.0
เซ็นทรัลเวิลด์,สนามบินดอนเมือง,2004-03-17,17:00-20:00,วันหยุดนักขัตฤกษ์,15.0
ตลาดนัดจตุจักร,อนุสาวรีย์ชัยสมรภูมิ,2002-01-14,11:00-13:00,เปิดเทอม,23.0
